userName,content
Ray Tainter,"The app never actually opens, thus making it completely worthless. How does that even happen? Edit 9-14-22 Same cut and paste response as everyone else: ""if you're experiencing problems with the app, we suggest you contact our customer service."" Or, and hear me out, how about I never use your stupid non-working, won't even load up app ever again? Stick THAT up your customer service. 5 MILLION PEOPLE HAVE TOLD YOU THE APP IS NOT WORKING. HOW ABOUT YOU ACTUALLY FIX THE THING?!"
Annece Dunn,Awesome
Cezanne Manalo,Excellent
Steven Moritz,The ABC app allows me to watch and stream all my favorite shows/seasons/episoded that have previously aired or are currently playing on ABC. I love how easy and great it is to set up and like favorite shows to my lists
Harry,It wouldn't load only thing I could see over and over again is the abc logo going up down and sideways. This app needs serious work
Nathan Hunter,Pretty cool til they locked all the shows.
Pat Acropolis,Always a good & easy app
Thomas Agee III,Signed in with tv provider and enabled location only to have the football games I want to watch blocked. Makes absolutely zero sense why you black out local teams I just want to watch the teams play in the state I live in. Would make since for non regional teams/sports
Dennis H,"There seems to be a good chance this app takes a long time to get beyond the open screen. Could be several minutes and then followed with a need to sign in with your cable subscriber. This delay is a big disappointment since I also have a cable box that is easier to use than this app. I like being able to watch my local news station except it is no longer available if I leave the area, then some other station is presented for which is in an area outside of my subscriber territory."
Lisabeth Dixon,LisabethDixon Save
Nicole Mestoik,The app will not open.
Joe Nino,"I use ABC app on my SG Tab S7 everywhere I go and it has been working good for me, the only thing that takes a long time to open up in the beginning but after that it work pretty good 👍"
Casey E,"If you fall asleep streaming this app, it will play back the same two episodes and not ever move on from those two episodes."
Nunya,Stays hung on the logo screen.
Jennifer Hill,"App won't open, just stays on the red/black flashing logo screen."
Mary Kate Iati,The app won't even open.
Tiffany Bashore,This app sucks it doesn't even load for me so it was a waste of time installing. And I just installed it wow this was the worst experience with a tv show app
Linnie Hall,The app wouldn't even open
Gayle W,"Latest update ruined the app, it will not open at all, just the 3 red dots constantly trying to load. It worked fine before."
Diana Bock,App refuses to load and you can't stream programs on roku without error codes that tell you to go to the app for help. Not very helpful at all.
Paul Heinke,Good up till a day ago where it became hard to log into
Raymond White,first time using this and all it does is flash the ABC logo
BRYAN BAKER,Doesn't open. Galaxy S21
Julie Hobbs,Not always available. Buffers. Still buffers even with update still awful app. PROGRAMS don't come up
Richard Ramirez,Why wouldn't this app work. I'm trying to watch live TV and this app won't open
Whitney,"The app sucks. It is always closing. Moves slow, freezes. Not even worth free."
Kyle Smith,It literally doesn't even work AT ALL!!!! I downloaded it and all it does is the loading screen on a loop and never actually loads... Its a useless paperweight of an app that I can't even use as a paperweight... Its more useless than I am which is saying something... Garbage.
Sally Larson,App does work
LATISHA CALIXTE,The app is always freezing no matter where u are. I have to watch your news show on hulu to get better quality. Just needs to be better. Seems like basic fixes. So sad for a major network company.
Lorraine Mayer,Good
Mike Muth,Did not work without tv provider.
josh kelley,Fix the auto rotation of the app. It turns way to freaking easy
Shawn Rhinebolt,The live tv isn't working
Joshua Cassidy,"Your app is absolute garbage and so is your news and broadcast range. Pretty much every network in my area can broadcast OTA with out any major issues. However, ABC either doesn't know how to broadcast digital signals properly, or is too cheap to upgrade. Since OTA is free, so should being able to watch local football games that are on the local OTA ABC network. Yet, the app locks it. Garbage. Not only is your garbage news horrible, clearly you want to make everything else trash. KTFO!"
Carolyn Turner,Awful
Nick Busta,"Stream stops and returns to home screen if you try to view full screen, these are basic capabilities that they fail to deliver on."
Brady Cullen,Stuck on the loading screen
Julianna Brown,App keeps crashing on my roku tv.
Jonah Free,Every other network has a streaming option without paying an arm and a leg for cable
Maxwell Anthony Tegen,I really love this streaming app so much for ABC TV 2 WBAY channel News First alert station Storm center 2 weather 24 7 of Green Bay Fox cities Action 2 NEWS for anything ir anywhere else with all updated and specific dates and totally recommended just like WLUK Fox 11 News or Foxnow TV Network 20th century entertainment from the FOX TV Network WLUK channel 11 News of Northeast East Central Wisconsin
Hott Rod Walker,I love the access to the other channels
Scorpio Rivera,"I have noticed the same (""contact abc/feedback"") response to everyone's comments of your app not working/not opening. Let's try something new & original, why don't YOU contact ""abc/feedback"" and let them know that YOUR customers can't even open up your app, much less give any positive reviews on the site, shows or services??"
Emily Scott,I like it.
Susan Teague,"I signed a paper stating that no one can take any of my information, photos messages E.C.T. without my written concent."
Jose Montoya,Don't use the TV show part but Sports and Nat Geo fit my taste perfect and seems to be working well with my TV provider!
Barbara,Freezes
Jody Parra,I haven't been able to open app since my android update last week. Please advise
Angelisa Cephas,❤❤❤🌟
Ave anderson,Amazing
Elizabeth James,How do I watch GH?
Ted Putt,Does not permit live stream of nightly news.
Devontae King,"It's been over a month since using this app. Every time I watch a movie or a tv series, it kept getting bug problems after watching these ridiculous ads at the beginning of each show every time I watched them. ABC please fix this issue so we can watch more of your shows!! Great shows but fix these ridiculous bug problems or your gonna lose viewers!!"
Nathaniel Ellerbe,Love it
Sean Earnest,Locks up the phone and does not work at all!!!! Get your heads out of your butt and fix the damn problem!!!!!!!!!!!!! I tried installing it again and still doesn't work!!!! Won't even let you sign in now!!!! FIX IT or I'll quit watching ABC all together!!!!!!!!!! Still doesn't work on the app. Black screen with nothing!!!! Problems still not fixed!!! Still won't work! Should NEVER have to log into watch programming that is supposed to be free to watch!!!! You suck!!!!! Dont work!!!!!
Michelle,This is a useless app with the worst commercials. Now they show a disgusting monkey pox ad so I uninstalled their app. YouTube has news and cleaner apps such as AOL. Disgusting ABC network.
Bojangles,Pretty disappointing app for a major network in the cord cutting era. Back to the NBC app I go
Randell Freeman,Love it
Chris Craven,Easy to use
Linda Lewis,The app is no good you can use the app it tell you to update and you never can it's a waste.
Taylor D,Doesn't let you watch general hospital when it's free with tv antenna
